subject_id,subject_slug,subject_type,subject_characters,deprecated_meaning_hint,deprecated_meaning_mnemonic,deprecated_meanings,deprecated_reading_hint,deprecated_reading_mnemonic
1735,稲,Kanji,稲,"Feel the pine needle in your cleat as you water and feed your rice plant. Feel the pine needle poking your soft foot with each step. Ow, ow, ow.","There’s a living [radical]pine[/radical] needle in your [radical]cleat[/radical] reminding you of your [radical]former[/radical] life before you began to cultivate this [kanji]rice plant[/kanji]. Before this rice plant, you were growing a pine tree and the still living pine needle in your cleat reminds you of your former life and where you came from. It’s important to remember the past.","",[ja]いないね[/ja] means that the pine needle you thought was in your shoe actually wasn’t there after all. Your former self has been haunting you through this phantom pine needle you created in your mind.,Soon you realize that the pine needle was just a figment of your imagination. “[ja][reading]いないね[/reading][/ja]” you say to yourself as you continue to tend to your [kanji]rice plant[/kanji]. “[ja]いないね…[/ja]”
1553,芋,Kanji,芋,Imagine the potato engaging in combat with this bug. Hear the bug scream in agony as the potato rips off his antenna and claims the flowers.,"There are [radical]antenna[/radical] and some [radical]flowers[/radical] next to the [kanji]potato[/kanji]. The potato got the flowers for his wife, and the antenna are from the bug he killed to get the flowers. The bug with the antenna was guarding the flowers, but the potato ripped off his antenna and killed him.","",Look at this emo potato as he weeps next to the dead body of the bug he just murdered. Imagine some emo music playing in the background while you watch.,"This [kanji]potato[/kanji] is an [reading]emo[/reading] ([ja]いも[/ja]). After he tore off the antenna, he started to feel really emo so he broke down and cried for a while. His black makeup is running from the tears."
744,院,Kanji,院,"Imagine what a butcher with a helmet would look like. Kind of looks like a meat carving Viking, doesn’t it? Hear the sound of the butcher cutting the meat and the smell of cold death in the air. The butcher is safe though, thanks to that butcher’s helmet that originated at the Institution of Butchery.","The [radical]origin[/radical] of the [radical]butcher[/radical] [radical]helmet[/radical] hails back to the Institution of Butchery circa 1882. Before that date, butchers did not wear helmets and risked cranial damage day in and day out. Thanks to the [kanji]Institution[/kanji] of Butchery, the butcher helmet was originated.","",Try and picture what an Institution of Butchery would look like. Imagine yourself walking through the halls past countless classrooms where nothing but meat carving is being done. It would probably be a bit gross if you’re squeamish and perhaps smell a bit funny depending on how fresh everything is.,"Where did the butcher helmet originate? Oh, yeah – that’s right, at the [reading]In[/reading]stitution ([ja]いん[/ja]). The [kanji]Institution[/kanji] of Butchery."
821,員,Kanji,員,"Imagine a clam opening and closing its mouth, talking to you and telling you what a proud member of his family he is. It’s a strange sight, but picture it in your mind.","A [radical]clam[/radical] with a [radical]mouth[/radical] is a [kanji]member[/kanji] of the invertebrate family. Yes, clams do have mouths. They are also proud members of the invertebrate family and are probably the most nationalistic of all invertebrates.","",Now imagine yourself listening to this clam chatter away about how it is innocent of the crime that it’s accused of. I’m a clam and I’m innocent I tell you! Innocent!,"Because this [kanji]member[/kanji] of the invertebrate family has no eyes, it’s hard to tell if a clam is [reading]in[/reading]nocent ([ja]いん[/ja]). Usually, people’s eyes can give them away when they’re lying, but since clams have mouths but no eyes, you just have to listen to its story to tell if it’s innocent or not."
1277,隠,Kanji,隠,Picture this butcher and his cleats searching for Wolverine so he can carve out his heart. Hear the cleats clack on the floor as he searches.,"A [radical]butcher[/radical] wearing [radical]cleats[/radical] wants to stab [radical]Wolverine[/radical] in the [radical]heart[/radical], but Wolverine decided to [kanji]hide[/kanji] instead of fight. Wolverine doesn’t usually hide, so you can imagine how scary this cleat wearing butcher is. The butcher has a bloodlust for Wolverine’s heart.","","Wolverine is innocent. Picture Wolverine hiding and cowering in a corner, being all sad that someone doesn’t believe he’s innocent. It’s very strange to see Wolverine this way.","The butcher thinks that Wolverine has committed a terrible crime that he must pay dearly for, but actually wolverine is [reading]in[/reading]nocent ([ja]いん[/ja]). He’s innocent, so he decided to [kanji]hide[/kanji] instead of fight. Fighting would just make the situation worse."
1931,陰,Kanji,陰,"Look at the cow boob meat in the shade and wonder if it will stay good long enough there. It's pretty warm today, and the shade isn't all that cool.","The [radical]butcher[/radical] [radical]now[/radical] needs [radical]boobs[/radical], specifically cow boobs, to fill his next order. He has them, but he needs to keep them cool, but there's no room in the freezer. So, he puts them in the [kanji]shade[/kanji] where they're (hopefully) stay cool enough.","","You might want to say that sentence a few times. There is shade, and things are [reading]in[/reading] it.",Where did he put the meat? He put them [reading]in[/reading] ([ja]いん[/ja]) the shade. Got that? [reading]IN[/reading] the shade.
1072,宇,Kanji,宇,"Picture yourself in outer space, using the antenna on your helmet to communicate with the ship. Tell them what you see as you float around in space, staring out into the great beyond.","You need [radical]antenna[/radical] on your [radical]helmet[/radical] when you go into [kanji]outer space[/kanji]. Otherwise, you can’t communicate with anyone by radio. You need the helmet to stay alive, and the antenna to communicate. Outer space can be a dangerous place without the proper equipment.","","Picture yourself again in the space suit, floating about as you see these sea uni shooting past you. One runs into your suit and pokes you with its spikes. It really hurts a lot. And now your suit’s integrity is compromised. Quick! Back to the ship before you die!","Looking into [kanji]outer space[/kanji], you see something pass through your field of vision. Then another. And another. Focusing on these objects, you realize it’s a storm of [reading]u[/reading]ni ([ja]う[/ja]) (sea urchins), only these are space uni. They travel around in packs, hurtling throughout space. They’re often mistaken for meteor showers, actually."
1725,埋,Kanji,埋,Imagine going to this grave and burying this sunflower. Smell the sunflower smell as you dug up the cold wet earth with your hands.,"You go to a [radical]grave[/radical] with a [radical]sunflower[/radical] and you [kanji]bury[/kanji] it. The person whose grave you are visiting loved sunflowers, so you bury it next to his grave.","",Your uni injury really smarts. Feel it painfully pulsate as you think about how maybe next time you decide to bury something you’ll use a tool.,"Before you can [kanji]bury[/kanji] the sunflower, you prick your hand on something in the midst of digging. It’s an [reading]u[/reading]ni [ja]う[/ja]! Who would bury an uni next to your friend’s grave? Someone fiendish, no doubt."
2442,唄,Kanji,唄,Imagine using your mouth to sing and a clam shell to play the shamisen to perform your shamisen song!,"Use your [radical]mouth[/radical] to sing and a [radical]clam[/radical] shell to stroke your shamisen, and you'll be performing a [kanji]shamisen song[/kanji] just like that! Yes, it's that easy. Just go find a clam shell, open your mouth, and you'll be singing one too in no time!","Shamisen Song, Song",A shamisen song is a song yay!,A [kanji]shamisen song[/kanji] is just an [reading][ja]歌[/ja][/reading] ([ja]うた[/ja]) but with a shamisen. But they're still songs so they're said the exact same way!
1227,腕,Kanji,腕,"Imagine using your arm to defeat a snake. Feel the scaly exterior of the snake as it wriggles and writhes about in your hand, hissing all the way.","The [radical]moon[/radical] reflects on your [radical]helmet[/radical] in the [radical]evening[/radical] as you beat a [radical]snake[/radical] to death with your [kanji]arm[/kanji]. You were just minding your own business, wearing a helmet in the early evening, when this snake just came out of nowhere and attacked you. You use your strong arm to subdue and defeat this violent snake.","","Fighting a snake naked would be scary. But other than your helmet, you’re nude, eh. Feel the chill all around you as you massage your sore arm.","Your [kanji]arm[/kanji] is tired from fighting the snake. You feel a chill. Where are your clothes? You’re n[reading]ude, eh[/reading] ([ja]うで[/ja])! Also, you’re Canadian, eh. But more importantly, you’re nude, eh!"
